id_aluno,ano_referencia,regiao,uf,zona,porte_municipio,populacao_municipio,sexo,idade_meses,renda_per_capita,idh_municipio,taxa_pobreza,beneficiario_bolsa_familia,inse_escola,infraestrutura_escola,professores_formacao_adequada_pct,razao_aluno_professor,taxa_frequencia_creche_pre,meta_estadual_alfabetizacao,municipio_atingiu_meta_anterior,frequencia_escolar_pct,alfabetizado
177,2024,Sudeste,RJ,Rural,Médio,142294,M,93,1276.55,0.703,13.95,0,4.77,7.49,100.0,21.65,50.72,65.58,0,93.6,0
178,2022,Nordeste,PE,Urbana,Médio,39046,F,98,1147.19,0.658,33.97,0,3.93,6.46,54.27,20.16,75.78,73.37,1,81.64,1
179,2023,Nordeste,PI,Urbana,Grande,7317814,M,95,588.37,0.677,28.93,1,3.97,7.71,69.42,18.56,61.0,67.77,1,89.08,0
180,2022,Sudeste,RJ,Urbana,Pequeno,12851,F,92,848.69,0.67,23.39,1,6.56,7.04,53.63,16.09,74.1,64.77,1,80.1,0
181,2022,Sudeste,MG,Urbana,Médio,146274,F,106,892.28,0.729,23.19,1,4.36,8.17,74.79,15.73,100.0,71.36,1,86.26,1
182,2023,Sudeste,SP,Urbana,Pequeno,5724,F,98,1099.57,0.655,4.59,0,7.84,8.44,69.74,21.44,80.48,77.11,1,91.6,1
183,2023,Sul,RS,Rural,Pequeno,16181,F,91,1135.63,0.896,11.71,0,5.75,6.9,100.0,18.83,80.04,77.06,1,,1
184,2024,Nordeste,AL,Urbana,Médio,62173,M,101,591.99,0.669,29.28,0,5.3,4.7,88.38,21.53,47.7,70.91,1,94.65,0
185,2023,Sul,RS,Urbana,Pequeno,15404,F,89,880.6,0.652,23.99,0,5.03,4.39,56.76,23.08,96.94,73.22,1,87.08,0
186,2022,Nordeste,CE,Urbana,Médio,56182,M,102,883.46,0.629,16.91,0,6.24,5.75,73.17,21.55,43.63,76.89,0,95.57,1
187,2024,Centro-Oeste,MS,Urbana,Pequeno,2941,F,97,,0.699,24.02,0,5.79,5.25,56.38,34.0,47.86,70.75,0,80.73,0
188,2024,Sudeste,MG,Rural,Pequeno,7571,M,91,1057.9,0.676,20.73,1,2.85,8.04,72.38,19.46,54.41,73.29,1,92.46,0
189,2024,Norte,RR,Urbana,Pequeno,16841,F,106,1248.67,0.673,32.96,0,3.93,2.3,80.33,24.49,51.53,67.56,0,81.88,0
190,2024,Sudeste,MG,Urbana,Grande,4062761,F,102,,0.747,17.46,0,6.03,3.92,97.56,22.13,87.56,66.12,1,91.2,1
191,2024,Centro-Oeste,DF,Urbana,Médio,42337,F,97,786.69,0.699,23.81,0,6.76,5.86,81.8,18.89,57.78,65.92,0,91.14,0
192,2022,Sudeste,SP,Urbana,Pequeno,13005,M,95,1006.71,0.605,24.73,1,5.52,9.22,86.32,19.71,79.23,64.51,0,71.93,0
193,2024,Norte,AC,Urbana,Médio,175081,M,99,423.94,0.676,34.97,1,3.9,5.18,57.16,23.55,61.62,67.98,0,94.49,0
194,2024,Sudeste,SP,Urbana,Pequeno,12625,M,100,1084.42,0.673,26.57,1,5.56,6.3,80.07,22.32,65.56,68.29,1,92.62,0
195,2024,Centro-Oeste,MT,Rural,Grande,7890045,F,97,794.95,0.595,32.93,0,6.01,5.01,94.62,24.9,42.61,65.66,0,86.85,0
196,2022,Sul,SC,Urbana,Médio,172903,M,91,,0.692,21.85,0,3.83,5.95,75.83,18.68,89.52,75.79,0,77.01,0
197,2024,Sul,PR,Urbana,Pequeno,5871,F,87,1141.18,0.701,1.0,0,5.41,5.07,87.92,18.79,51.36,73.04,1,91.88,1
198,2024,Nordeste,BA,Urbana,Pequeno,2689,M,87,940.54,0.683,28.68,1,5.07,6.3,82.07,24.05,39.34,56.31,1,83.98,0
199,2024,Sul,RS,Urbana,Pequeno,9998,M,85,1212.13,0.793,23.17,0,6.16,7.6,67.61,22.82,85.0,80.7,1,88.57,1
200,2024,Sudeste,RJ,Urbana,Médio,93805,F,91,882.3,0.804,1.0,1,,7.25,57.01,21.23,65.71,75.73,0,84.88,0
201,2023,Nordeste,SE,Urbana,Pequeno,5540,F,100,519.02,0.628,24.66,1,3.96,6.96,66.12,22.43,40.46,68.21,0,84.91,0
202,2023,Sudeste,SP,Urbana,Pequeno,10800,F,85,930.35,0.738,14.94,1,6.36,8.32,85.53,28.81,50.33,58.7,1,90.41,1
203,2023,Sudeste,MG,Urbana,Pequeno,17167,M,93,,0.661,10.23,0,5.07,5.47,90.21,22.57,69.28,67.78,1,94.93,1
204,2022,Nordeste,PB,Urbana,Médio,94030,F,93,578.31,0.689,32.91,1,6.03,4.32,57.65,29.15,71.13,66.71,0,64.84,0
205,2023,Centro-Oeste,GO,Urbana,Médio,97081,M,103,847.06,0.819,6.32,0,5.05,4.89,84.1,25.15,59.89,68.9,0,87.57,0
206,2024,Sudeste,SP,Urbana,Pequeno,11537,M,100,867.79,0.714,27.34,0,4.64,6.63,100.0,22.6,93.41,77.53,0,97.68,0
207,2022,Sudeste,MG,Urbana,Pequeno,6836,M,89,1002.14,0.706,17.71,0,4.28,6.83,74.62,15.17,40.76,71.56,0,75.39,1
208,2024,Sudeste,ES,Urbana,Grande,11881313,M,93,1122.17,0.737,20.39,0,4.75,4.37,100.0,18.98,54.27,71.17,1,89.06,1
209,2022,Nordeste,MA,Urbana,Médio,133239,F,106,633.55,0.701,24.3,1,4.41,7.57,38.05,17.34,20.45,63.06,0,80.93,1
210,2024,Nordeste,PI,Urbana,Pequeno,2211,F,91,937.65,0.612,29.7,0,4.46,8.7,39.97,21.66,77.31,61.17,1,85.01,1
211,2024,Sudeste,MG,Rural,Pequeno,5413,M,90,,0.715,9.69,0,4.05,5.69,87.65,23.71,73.91,66.01,1,84.17,0
212,2023,Nordeste,MA,Urbana,Pequeno,19415,M,88,566.29,0.651,34.42,1,,4.97,35.17,22.88,55.96,69.41,1,,1
213,2022,Sudeste,RJ,Urbana,Grande,2443130,M,99,1007.16,0.721,28.28,0,6.29,6.64,53.87,15.74,84.71,77.48,0,97.65,1
214,2023,Sudeste,MG,Urbana,Pequeno,12054,M,87,889.59,0.688,14.44,0,7.57,8.44,78.92,21.3,79.7,77.15,1,74.62,0
215,2024,Nordeste,MA,Urbana,Pequeno,12464,M,84,617.6,0.664,26.22,1,4.3,6.15,63.73,16.95,73.3,54.81,1,87.99,1
216,2023,Sudeste,MG,Urbana,Pequeno,16804,M,96,896.36,0.754,8.02,0,4.62,5.34,80.03,25.71,58.32,75.4,1,87.14,1
217,2022,Nordeste,AL,Rural,Pequeno,18500,F,90,462.26,0.571,42.9,0,4.2,4.24,58.74,17.84,71.4,64.62,1,78.45,0
218,2022,Sudeste,SP,Urbana,Pequeno,8378,F,91,652.19,0.747,14.33,1,3.95,6.37,61.24,22.9,31.95,60.86,1,81.13,1
219,2024,Norte,PA,Urbana,Pequeno,5458,M,88,662.55,0.656,30.53,1,5.61,4.12,62.53,21.52,61.2,57.65,1,96.36,0
220,2023,Sudeste,ES,Urbana,Pequeno,17013,M,95,,0.71,18.73,1,6.87,4.9,62.59,15.66,100.0,73.02,0,89.19,1
221,2024,Nordeste,MA,Urbana,Pequeno,3852,F,100,789.14,0.607,36.62,1,4.39,6.55,63.58,21.66,55.69,72.48,0,93.23,0
222,2022,Sudeste,MG,Urbana,Pequeno,14569,F,95,1085.86,0.709,13.01,0,5.32,4.31,65.51,20.11,71.94,73.81,1,87.74,0
223,2023,Sudeste,RJ,Rural,Médio,173381,F,102,999.17,0.707,31.33,1,4.25,5.39,81.02,18.9,26.39,71.23,0,90.61,0
224,2023,Sudeste,ES,Urbana,Médio,198451,F,89,972.81,0.831,31.65,1,4.5,5.36,72.4,21.16,100.0,66.11,0,89.19,0
225,2024,Centro-Oeste,DF,Urbana,Médio,173297,F,93,770.0,0.671,26.27,0,3.93,4.28,45.83,20.96,34.3,65.25,0,91.24,0
226,2023,Sul,PR,Urbana,Pequeno,8782,M,101,1338.46,0.724,29.34,1,5.31,5.89,78.51,20.25,79.37,63.32,0,83.99,0
227,2022,Sul,PR,Urbana,Médio,24217,M,105,1035.14,0.894,29.69,1,4.2,6.15,94.39,28.34,90.36,75.18,1,79.07,1
228,2023,Sudeste,ES,Urbana,Grande,1606039,M,94,831.72,0.756,29.37,1,6.01,5.37,45.91,21.89,56.02,69.3,1,92.26,1
229,2023,Nordeste,PB,Urbana,Pequeno,15091,M,87,864.73,0.802,30.32,0,3.81,5.58,75.69,24.19,41.71,64.45,1,98.9,1
230,2022,Nordeste,AL,Rural,Pequeno,3330,M,103,969.76,0.736,14.05,0,5.53,3.35,56.58,19.24,55.89,76.64,1,91.01,1
231,2024,Sudeste,MG,Urbana,Médio,73069,F,106,1302.86,0.715,22.1,0,2.88,6.24,63.58,16.65,90.31,74.02,0,,0
232,2022,Sul,SC,Rural,Grande,7588931,M,93,1480.91,0.681,23.58,0,4.59,9.02,73.08,28.63,77.25,72.79,0,89.61,1
233,2023,Centro-Oeste,DF,Urbana,Pequeno,16147,F,85,1014.84,0.776,33.42,1,4.73,4.66,66.59,28.32,35.14,62.16,1,93.17,1
234,2024,Sudeste,ES,Urbana,Médio,155389,M,91,1308.94,0.609,20.75,1,5.91,7.53,92.91,19.26,81.19,78.3,1,96.87,0
235,2022,Sul,RS,Urbana,Médio,72762,F,103,1251.6,0.837,9.19,0,3.95,7.83,58.92,18.8,53.14,70.87,0,88.95,0
236,2023,Sudeste,ES,Urbana,Pequeno,12700,F,101,1459.44,0.642,14.7,0,3.07,8.27,82.96,25.0,74.55,70.69,1,81.4,1
237,2024,Sul,SC,Urbana,Médio,32003,M,107,734.7,0.647,26.33,0,4.07,7.31,65.01,21.57,89.25,75.29,1,83.37,1
238,2024,Sudeste,MG,Urbana,Pequeno,13556,M,94,827.86,0.674,2.7,0,4.41,6.47,59.42,19.35,42.44,72.36,1,89.3,0
239,2024,Nordeste,SE,Urbana,Médio,54026,M,107,949.6,0.694,23.05,1,4.51,3.53,73.23,23.47,51.4,68.31,0,86.45,0
240,2024,Sudeste,RJ,Urbana,Grande,11854212,F,97,1003.71,0.804,34.21,0,5.7,4.85,84.38,20.77,74.59,68.34,1,91.17,1
241,2024,Sul,RS,Urbana,Médio,27957,M,107,696.78,0.693,22.82,0,4.84,3.95,82.32,26.0,62.26,73.28,1,97.21,1
242,2024,Norte,AP,Urbana,Grande,9340677,M,105,802.58,0.708,33.4,0,5.03,5.3,55.06,23.86,48.75,76.7,1,89.63,0
243,2024,Sudeste,MG,Urbana,Grande,11630075,F,100,1212.75,0.681,19.64,1,5.34,7.07,100.0,22.16,76.43,63.07,0,92.42,1
244,2022,Nordeste,RN,Urbana,Médio,177652,M,89,891.53,0.725,32.41,1,4.21,2.85,76.78,29.6,75.83,58.56,1,74.06,0
245,2023,Sudeste,RJ,Urbana,Médio,38386,M,102,1062.19,0.727,22.45,0,5.64,7.86,72.17,22.67,61.15,68.27,1,92.29,0
246,2022,Sudeste,MG,Urbana,Pequeno,8016,M,93,801.22,0.644,6.63,0,6.95,7.26,60.16,28.65,58.17,70.15,1,100.0,0
247,2023,Sudeste,SP,Urbana,Pequeno,5571,F,94,1273.2,0.73,21.83,1,6.34,1.66,79.34,31.68,37.35,70.29,0,97.49,0
248,2024,Sudeste,SP,Urbana,Médio,79781,F,103,480.61,0.706,31.47,1,4.9,3.57,80.38,24.05,32.43,77.17,0,93.87,0
249,2023,Norte,RO,Urbana,Médio,192946,F,96,1047.12,0.6,32.16,1,4.42,6.06,20.0,32.34,64.95,65.27,1,87.66,0
250,2022,Nordeste,CE,Rural,Pequeno,11959,F,90,822.66,0.735,24.71,1,2.86,3.86,58.63,22.38,87.34,71.18,1,97.8,1
251,2022,Nordeste,RN,Urbana,Médio,23724,F,96,882.59,0.628,18.35,0,6.04,5.17,60.74,18.75,52.8,65.69,1,90.53,0
252,2023,Sudeste,MG,Urbana,Médio,75595,M,84,968.93,0.591,24.56,1,8.33,5.77,65.52,16.96,68.26,72.51,0,73.37,1
253,2023,Sudeste,ES,Urbana,Médio,130179,F,86,1260.54,0.791,25.06,0,6.51,7.97,83.33,15.58,49.35,70.13,1,98.29,1
254,2024,Nordeste,RN,Urbana,Pequeno,13105,M,104,895.19,0.777,30.92,1,4.91,5.67,47.21,27.04,46.46,65.26,1,95.86,0
255,2024,Nordeste,PB,Rural,Pequeno,4102,M,103,1206.49,0.776,39.0,1,4.44,6.5,91.51,24.34,63.68,68.76,1,82.37,0
256,2022,Sudeste,RJ,Rural,Pequeno,6738,M,84,981.61,0.736,23.01,1,5.47,7.04,69.19,20.43,95.23,85.05,1,81.54,1
257,2022,Sudeste,SP,Urbana,Pequeno,11422,F,100,739.61,0.75,22.46,0,3.09,4.13,83.55,10.29,86.54,62.38,1,97.59,0
258,2024,Nordeste,RN,Urbana,Pequeno,11852,F,104,677.69,0.572,42.26,0,6.99,7.47,54.43,22.26,57.68,76.13,0,,0
259,2024,Sudeste,SP,Urbana,Pequeno,8150,F,104,1001.07,0.746,1.0,0,5.11,5.64,76.31,19.42,26.27,76.11,0,81.47,0
260,2023,Sudeste,MG,Urbana,Grande,9244901,M,103,769.13,0.619,18.99,0,3.33,7.42,85.05,21.59,48.88,66.6,1,97.72,0
261,2023,Sul,SC,Urbana,Pequeno,9645,M,84,449.44,0.721,34.21,0,5.72,5.85,63.46,20.29,73.54,67.21,1,88.5,1
262,2023,Norte,AC,Urbana,Médio,46768,F,95,1257.34,0.646,35.41,0,3.39,5.23,82.32,20.62,39.08,69.03,1,90.59,1
263,2023,Centro-Oeste,MT,Urbana,Médio,28406,F,86,939.87,0.528,40.69,0,7.51,3.89,58.41,13.09,67.27,64.74,0,94.42,1
264,2022,Sudeste,SP,Urbana,Pequeno,6602,M,107,1269.62,0.701,17.9,0,4.63,8.97,78.21,22.1,59.78,83.73,1,87.01,0
265,2023,Norte,PA,Urbana,Pequeno,16419,F,95,1010.43,0.709,28.14,0,2.91,6.75,73.17,27.84,50.96,67.54,0,74.84,0
266,2024,Sul,RS,Rural,Grande,1537103,F,103,887.19,0.669,15.83,1,6.79,5.34,60.98,16.78,60.07,80.07,0,86.16,0
267,2024,Sudeste,RJ,Urbana,Médio,197286,M,104,1003.3,0.829,31.11,1,4.92,4.56,99.27,22.38,50.68,71.67,1,89.49,0
268,2023,Sul,RS,Urbana,Pequeno,17790,M,106,668.41,0.687,17.6,1,6.27,7.13,61.77,22.05,90.58,67.09,1,88.5,1
269,2024,Sudeste,RJ,Urbana,Grande,8505049,M,88,1072.17,0.75,18.19,1,4.51,7.72,63.2,27.34,58.81,71.6,0,86.82,0
270,2022,Nordeste,CE,Urbana,Médio,162775,F,87,450.84,0.594,25.25,0,4.66,4.91,84.8,28.8,78.1,64.23,1,88.73,1
271,2024,Nordeste,PI,Rural,Médio,81422,M,96,899.28,0.637,24.31,0,3.32,6.28,83.37,22.28,51.85,70.37,0,100.0,0
272,2024,Sudeste,MG,Rural,Médio,173424,F,101,1090.46,0.627,30.36,1,5.39,5.07,65.4,27.34,66.36,68.7,1,79.19,0
273,2023,Sudeste,RJ,Rural,Pequeno,17483,F,106,579.55,0.683,30.62,1,5.98,8.19,74.77,23.6,96.2,81.24,1,81.84,0
274,2022,Norte,PA,Urbana,Médio,79778,M,106,819.9,0.738,31.57,0,2.51,3.15,38.26,24.22,30.23,74.53,1,79.85,0
275,2022,Nordeste,PE,Urbana,Pequeno,2242,F,101,635.1,0.749,27.99,1,5.58,7.36,53.79,26.9,88.74,67.21,1,84.03,1
276,2023,Nordeste,SE,Urbana,Médio,69130,M,86,336.48,0.697,32.09,0,4.23,4.3,77.32,17.92,64.71,78.87,0,82.51,0
277,2023,Sudeste,SP,Urbana,Pequeno,11521,F,94,1290.93,0.647,20.69,0,5.08,7.62,67.08,20.4,44.16,68.26,1,89.78,0
278,2023,Nordeste,MA,Urbana,Pequeno,10622,F,104,150.0,0.668,29.11,1,5.86,3.94,85.03,21.55,39.22,69.49,0,89.52,1
279,2024,Norte,AM,Urbana,Pequeno,9638,F,86,1165.48,0.652,26.62,1,5.61,6.05,60.97,24.03,54.36,64.93,0,83.6,1
280,2024,Sul,SC,Urbana,Pequeno,12429,M,106,1364.32,0.743,23.24,0,4.05,3.69,59.91,21.31,25.85,68.53,0,83.71,0
281,2023,Sudeste,RJ,Rural,Médio,96360,M,91,1009.21,0.711,4.72,0,6.34,7.04,100.0,26.4,90.58,85.5,0,96.99,1
282,2023,Sudeste,MG,Rural,Médio,27075,F,84,733.18,0.651,23.82,1,6.58,7.49,89.68,23.83,68.27,77.0,1,99.37,1
283,2023,Nordeste,SE,Urbana,Pequeno,9868,F,96,390.4,0.695,34.94,1,4.18,5.58,65.94,29.35,5.0,63.72,1,84.73,0
284,2022,Norte,PA,Urbana,Médio,139760,F,91,647.25,0.728,34.98,0,3.44,5.02,47.16,19.88,77.29,75.69,0,85.99,0
285,2024,Norte,RR,Urbana,Médio,183795,F,94,831.3,0.613,30.55,0,6.71,6.76,84.02,20.26,45.31,67.07,1,96.73,0
286,2024,Sul,PR,Urbana,Pequeno,11295,M,89,375.02,0.635,20.76,0,7.27,7.17,74.22,21.37,83.63,68.3,1,100.0,0
287,2023,Sudeste,SP,Urbana,Pequeno,7724,M,95,1039.41,0.693,17.93,0,6.2,7.41,81.89,20.44,54.29,66.28,0,82.91,0
288,2022,Sul,PR,Urbana,Médio,86861,M,89,946.11,0.764,6.77,0,8.18,2.24,71.54,18.62,58.98,69.16,0,81.71,0
289,2024,Norte,RR,Urbana,Pequeno,12462,M,106,904.98,0.561,19.18,0,4.33,3.0,78.09,18.35,81.63,77.35,0,76.74,1
290,2023,Sudeste,MG,Urbana,Médio,77503,M,101,1423.86,0.643,20.49,0,4.89,7.56,96.1,26.16,57.21,72.42,1,80.03,0
291,2024,Norte,RO,Urbana,Pequeno,3843,M,106,706.6,0.762,16.43,0,4.53,5.08,45.25,25.08,66.92,77.18,1,78.57,0
292,2023,Sul,RS,Urbana,Pequeno,8287,M,93,996.13,0.678,26.82,0,4.29,7.2,72.04,23.46,55.58,65.2,0,96.07,0
293,2023,Nordeste,BA,Urbana,Pequeno,11135,F,98,787.44,0.64,20.16,1,3.78,5.5,47.88,28.83,76.29,68.34,1,83.87,0
294,2024,Sudeste,RJ,Urbana,Médio,60978,M,102,894.65,0.819,17.71,1,3.42,8.64,66.44,25.6,62.28,74.56,0,97.94,1
295,2023,Sudeste,MG,Urbana,Pequeno,12266,M,87,1053.5,0.667,19.47,1,8.11,7.95,77.7,26.09,28.87,58.71,1,87.31,1
296,2022,Sudeste,MG,Rural,Pequeno,3325,M,89,822.4,0.749,20.02,0,6.06,5.91,33.67,10.0,87.4,77.65,0,100.0,1
297,2024,Nordeste,PE,Urbana,Médio,38484,M,101,799.08,0.639,33.35,0,4.88,3.48,82.71,22.18,76.36,67.49,0,92.88,0
298,2024,Nordeste,SE,Urbana,Pequeno,12512,M,93,748.51,0.594,29.21,1,3.44,5.08,45.68,26.37,53.84,64.25,0,77.17,0
299,2023,Sudeste,ES,Urbana,Pequeno,18892,F,102,,0.742,15.76,0,7.87,3.92,60.96,20.45,56.99,69.84,1,77.82,1
300,2024,Nordeste,MA,Urbana,Médio,48473,F,102,808.89,0.667,41.03,1,3.83,4.82,63.51,22.24,40.55,58.38,1,87.89,1
301,2024,Sudeste,RJ,Urbana,Pequeno,9770,M,87,935.54,0.741,14.74,0,2.47,8.94,70.29,23.22,90.74,73.0,0,100.0,0
302,2024,Sudeste,SP,Urbana,Médio,45699,F,99,,0.801,16.02,0,3.83,4.73,79.65,16.95,77.83,68.19,1,91.89,0
303,2022,Norte,RO,Urbana,Grande,7123227,F,91,708.04,0.606,35.91,0,2.75,5.08,63.17,16.88,43.83,66.24,1,81.31,0
304,2023,Sudeste,ES,Urbana,Pequeno,14465,M,97,1392.89,0.781,22.08,0,5.91,6.09,98.8,21.71,57.2,69.2,1,82.64,1
305,2023,Sudeste,SP,Urbana,Médio,38914,M,84,1269.35,0.735,34.59,0,7.66,7.71,46.51,31.84,54.16,78.98,1,83.69,0
306,2023,Sul,PR,Urbana,Médio,195095,M,95,,0.703,30.7,1,5.96,5.8,59.32,22.85,85.84,76.45,1,95.94,0
307,2024,Nordeste,SE,Rural,Grande,10809582,F,89,452.77,0.653,28.13,1,6.19,3.65,74.95,26.73,52.15,67.81,1,91.46,1
308,2023,Sudeste,ES,Urbana,Grande,8307244,F,102,667.66,0.74,21.83,0,5.72,6.28,81.35,19.83,50.07,67.65,1,90.38,1
309,2023,Sul,PR,Rural,Pequeno,14011,F,85,1227.27,0.687,17.73,1,5.93,7.76,79.52,19.72,74.75,77.3,1,95.8,1
310,2024,Sul,PR,Urbana,Grande,842397,F,105,1165.78,0.71,10.31,0,5.08,6.18,67.86,19.55,91.54,78.18,1,93.95,0
311,2023,Sudeste,ES,Urbana,Pequeno,19200,F,102,887.77,0.64,28.63,1,4.46,8.24,65.04,20.65,46.28,75.66,0,93.5,0
312,2022,Sudeste,ES,Urbana,Pequeno,4313,M,89,916.13,0.647,8.67,1,4.85,6.23,60.47,24.0,63.32,74.38,1,90.11,0
313,2023,Nordeste,PB,Urbana,Médio,170402,F,88,790.34,0.766,27.18,0,3.57,6.27,31.27,18.11,63.9,61.94,0,82.79,1
314,2023,Centro-Oeste,DF,Urbana,Pequeno,3611,M,86,938.19,0.755,33.3,0,5.72,6.69,62.5,24.36,94.27,72.61,0,76.51,1
315,2022,Sudeste,RJ,Urbana,Grande,4360388,F,84,629.6,0.737,17.33,0,4.57,7.94,100.0,18.0,61.02,73.44,1,87.4,0
316,2022,Nordeste,BA,Urbana,Pequeno,16227,F,97,860.98,0.547,23.66,1,3.67,8.08,66.68,23.31,46.8,68.42,1,79.3,0
317,2024,Sudeste,MG,Urbana,Pequeno,14078,M,101,1036.14,0.854,17.58,0,5.11,8.36,99.05,17.31,55.77,66.34,0,87.63,1
318,2022,Norte,PA,Rural,Pequeno,8005,F,100,774.28,0.664,21.98,0,4.22,3.57,75.87,20.45,47.44,65.94,0,87.23,0
319,2023,Nordeste,CE,Rural,Grande,1067723,F,91,311.96,0.575,27.45,1,3.75,5.76,59.89,26.96,52.59,71.98,0,,0
320,2023,Nordeste,PB,Urbana,Médio,93776,F,99,784.44,0.667,41.88,1,3.61,9.85,62.3,15.04,45.01,54.66,1,79.51,0
321,2022,Sul,SC,Rural,Médio,31733,M,91,1050.1,0.712,9.68,0,4.85,6.05,88.72,18.62,88.07,78.47,1,71.51,0
322,2024,Sul,RS,Rural,Pequeno,2880,M,98,1052.78,0.775,30.32,0,2.45,4.64,84.45,15.3,57.87,72.94,0,83.85,0
323,2023,Nordeste,AL,Urbana,Pequeno,10582,F,102,977.21,0.668,32.51,0,3.94,7.48,75.93,18.51,58.76,56.63,1,85.8,0
324,2024,Sudeste,SP,Urbana,Grande,10955549,F,85,704.61,0.593,11.82,0,4.98,6.69,65.9,14.24,81.35,60.64,0,84.32,0
325,2022,Nordeste,AL,Urbana,Pequeno,2769,F,97,746.72,0.703,28.12,0,2.9,1.68,72.06,24.32,64.06,65.88,0,90.17,0
326,2022,Sul,PR,Urbana,Grande,4839484,F,84,674.42,0.688,13.45,0,4.77,5.42,52.1,27.87,69.13,70.12,1,91.21,0
327,2024,Sudeste,ES,Urbana,Médio,71809,M,103,818.04,0.683,16.56,1,4.52,6.76,92.59,23.62,17.71,74.71,0,,1
328,2022,Sul,RS,Urbana,Pequeno,14445,F,90,885.52,0.743,13.47,0,7.62,4.86,90.19,21.97,56.19,71.03,0,80.34,0
329,2024,Nordeste,PI,Urbana,Médio,152359,F,89,775.68,0.651,26.26,0,4.07,3.32,56.22,27.91,70.48,67.22,0,84.67,0
330,2023,Nordeste,BA,Urbana,Grande,5577222,M,94,684.62,0.627,37.18,0,6.86,6.63,60.25,23.56,49.13,72.8,1,90.45,0
331,2024,Nordeste,PB,Rural,Pequeno,14881,M,98,502.99,0.631,29.77,0,3.75,6.99,57.08,19.12,45.74,73.87,0,94.21,1
332,2023,Nordeste,SE,Urbana,Pequeno,10999,M,84,623.45,0.632,23.5,0,,5.46,38.43,19.62,28.15,69.72,1,80.5,1
333,2024,Nordeste,MA,Urbana,Médio,138637,M,96,724.0,0.511,27.08,0,4.21,8.27,48.96,20.35,39.21,65.68,1,81.19,0
334,2024,Centro-Oeste,DF,Urbana,Pequeno,19725,F,85,839.67,0.781,22.51,0,,4.43,66.21,21.39,43.6,65.4,1,96.83,0
335,2024,Nordeste,BA,Urbana,Pequeno,4499,F,89,455.4,0.586,23.99,0,6.26,5.92,35.92,22.55,61.11,67.08,0,82.47,0
336,2023,Nordeste,MA,Urbana,Grande,1874562,M,95,765.02,0.73,25.18,0,5.97,5.5,49.77,32.81,36.09,68.18,0,85.28,0
337,2022,Centro-Oeste,MT,Rural,Grande,7314264,F,102,818.25,0.754,14.68,0,3.97,8.22,57.56,24.15,78.21,69.52,1,95.08,0
338,2022,Sudeste,RJ,Urbana,Médio,46688,F,97,1182.19,0.642,24.24,0,5.32,7.85,75.91,27.75,45.38,71.46,0,98.42,0
339,2022,Sudeste,ES,Urbana,Pequeno,4590,M,91,1022.78,0.561,18.98,0,6.4,7.85,82.25,22.98,37.55,74.45,1,100.0,0
340,2022,Sul,RS,Rural,Médio,26126,F,104,909.92,0.626,20.86,0,4.31,7.61,72.11,25.75,60.24,71.13,0,94.7,0
341,2022,Norte,AC,Urbana,Grande,7320922,F,89,,0.569,35.22,0,4.07,5.0,56.84,29.3,41.51,61.64,0,100.0,0
342,2024,Sul,RS,Urbana,Médio,26546,M,101,1148.85,0.684,19.95,1,3.93,5.58,62.92,21.97,74.25,82.6,0,82.36,0
343,2022,Nordeste,PB,Rural,Pequeno,9439,F,100,1052.54,0.612,25.17,1,5.41,6.79,65.05,24.71,68.92,69.5,1,91.59,0
344,2022,Nordeste,SE,Rural,Pequeno,5715,F,88,863.69,0.697,27.92,1,2.85,8.72,50.01,28.31,38.69,67.59,1,99.54,1
345,2023,Sul,SC,Urbana,Médio,117136,M,85,1053.45,0.7,14.42,0,5.43,6.19,71.97,21.14,57.13,71.95,1,91.53,1
346,2024,Sul,RS,Urbana,Médio,159864,M,90,1303.96,0.673,22.8,1,5.37,5.11,70.2,14.76,71.04,62.77,1,82.2,1
347,2023,Sudeste,ES,Urbana,Médio,75904,F,102,1256.24,0.759,22.22,0,5.93,6.82,81.72,22.22,79.67,63.36,1,91.41,1
348,2023,Norte,AM,Rural,Pequeno,19243,M,96,1010.75,0.674,37.31,0,5.32,5.11,67.54,20.17,77.49,75.86,0,78.97,0
349,2023,Sul,RS,Urbana,Médio,82874,F,95,1049.33,0.828,14.3,0,6.95,7.23,100.0,18.57,45.93,77.37,1,88.47,1
350,2022,Nordeste,SE,Rural,Pequeno,15371,F,103,455.53,0.618,27.79,0,4.68,8.31,85.11,21.96,33.75,75.19,1,92.5,1
351,2023,Nordeste,BA,Urbana,Pequeno,8476,M,104,441.92,0.701,31.52,0,4.06,4.45,86.81,16.51,78.03,75.1,1,80.27,0
352,2022,Sudeste,RJ,Urbana,Médio,106143,M,101,1284.65,0.733,28.34,1,5.15,6.3,69.94,23.18,75.92,73.46,1,97.98,0
353,2024,Nordeste,PE,Rural,Pequeno,9717,F,97,1326.68,0.721,29.25,0,3.07,5.02,56.09,19.72,49.63,67.99,1,81.34,1
354,2022,Nordeste,RN,Urbana,Grande,7076225,M,105,512.53,0.696,31.1,0,6.75,6.48,58.02,27.02,44.14,69.32,1,87.21,0
355,2024,Sudeste,SP,Rural,Médio,143435,M,96,982.08,0.74,12.46,1,5.79,4.71,57.1,24.75,73.95,65.23,1,100.0,0
356,2022,Norte,PA,Rural,Médio,174012,F,87,719.11,0.634,26.84,1,5.14,5.88,48.12,18.7,61.93,75.61,0,88.39,1
